,champion,patch,games,dmgtaken/min,dmgdealt/min,Class,color,season,patchnum,internal
2057,Shen,8.15,59060,1929.926621,349.9764087,Tank,#393663,8,15,15
2058,Shyvana,8.15,38502,2206.454482,553.7735267,Fighter,#664A40,8,15,15
2059,Singed,8.15,39335,1879.352176,639.2676032,Specialist,#EB8596,8,15,15
2060,Sion,8.15,33614,2744.702093,538.527137,Tank,#393663,8,15,15
2061,Sivir,8.15,43317,963.7536884,627.7990069,Marksman,#0D1F22,8,15,15
2062,Skarner,8.15,11561,2268.641042,364.640541,Fighter,#664A40,8,15,15
2063,Sona,8.15,104212,1161.566478,401.2032475,Support,#FFB733,8,15,15
2064,Soraka,8.15,93011,1296.288646,252.8514396,Support,#FFB733,8,15,15
2065,Swain,8.15,68274,1651.837011,715.7019378,Mage,#25BAA4,8,15,15
2066,Syndra,8.15,38822,861.3325525,698.6035183,Mage,#25BAA4,8,15,15
2067,Tahm Kench,8.15,41261,2121.04462,371.8465363,Support,#FFB733,8,15,15
2068,Taliyah,8.15,36092,1255.314554,704.1806311,Mage,#25BAA4,8,15,15
2069,Talon,8.15,80081,1301.53768,694.6326052,Assassin,#ED2941,8,15,15
2070,Taric,8.15,37794,1804.134806,196.6467458,Support,#FFB733,8,15,15
2071,Teemo,8.15,107129,1034.296791,790.6852453,Specialist,#EB8596,8,15,15
2072,Thresh,8.15,147079,1330.182677,277.524259,Support,#FFB733,8,15,15
2073,Tristana,8.15,72795,1001.685193,583.7188129,Marksman,#0D1F22,8,15,15
2074,Trundle,8.15,74057,2534.291215,441.8996823,Fighter,#664A40,8,15,15
2075,Tryndamere,8.15,117519,3112.318418,559.975209,Assassin,#ED2941,8,15,15
2076,Twisted Fate,8.15,52821,1066.114651,610.0871867,Mage,#25BAA4,8,15,15
2077,Twitch,8.15,71041,1063.559269,665.3517755,Marksman,#0D1F22,8,15,15
2078,Udyr,8.15,95268,2179.226825,440.3498841,Fighter,#664A40,8,15,15
2079,Urgot,8.15,39479,1895.521119,631.0724395,Fighter,#664A40,8,15,15
2080,Varus,8.15,89811,916.5693335,619.9860392,Marksman,#0D1F22,8,15,15
2081,Vayne,8.15,115376,1067.289892,600.3122716,Marksman,#0D1F22,8,15,15
2082,Veigar,8.15,92848,850.3008483,672.3126166,Mage,#25BAA4,8,15,15
2083,Vel'Koz,8.15,65995,762.7384122,758.4722249,Mage,#25BAA4,8,15,15
2084,Vi,8.15,63704,1868.384992,519.4378166,Fighter,#664A40,8,15,15
2085,Viktor,8.15,24999,1070.170419,742.1288345,Mage,#25BAA4,8,15,15
2086,Vladimir,8.15,63284,2069.570744,691.957876,Mage,#25BAA4,8,15,15
2087,Volibear,8.15,43408,2213.087587,490.7624517,Fighter,#664A40,8,15,15
2088,Warwick,8.15,94821,2598.036311,457.2294286,Fighter,#664A40,8,15,15
2089,Wukong,8.15,117869,1466.833183,629.8332881,Fighter,#664A40,8,15,15
2090,Xayah,8.15,75830,951.0240531,624.3558794,Marksman,#0D1F22,8,15,15
2091,Xerath,8.15,43214,721.6136609,781.9154187,Mage,#25BAA4,8,15,15
2092,Xin Zhao,8.15,67669,2096.812474,525.2117132,Fighter,#664A40,8,15,15
2093,Yasuo,8.15,216442,1468.190247,631.5738691,Assassin,#ED2941,8,15,15
2094,Yorick,8.15,62029,1900.284991,665.1439977,Fighter,#664A40,8,15,15
2095,Zac,8.15,22923,3071.660007,412.8332035,Tank,#393663,8,15,15
2096,Zed,8.15,146642,1190.136531,732.1792836,Assassin,#ED2941,8,15,15
2097,Ziggs,8.15,35937,766.6043993,802.2554096,Mage,#25BAA4,8,15,15
2098,Zilean,8.15,40981,976.718615,445.3041463,Specialist,#EB8596,8,15,15
2099,Zoe,8.15,92379,903.0192921,719.9999648,Mage,#25BAA4,8,15,15
2100,Zyra,8.15,89454,750.2947097,663.368535,Support,#FFB733,8,15,15
2101,Aatrox,8.16,45936,2174.913094,574.0088487,Fighter,#664A40,8,16,16
2102,Ahri,8.16,159794,979.1883874,709.1674734,Mage,#25BAA4,8,16,16
2103,Akali,8.16,145761,1438.269763,602.8464351,Assassin,#ED2941,8,16,16
2104,Alistar,8.16,94772,2135.921728,274.1576565,Tank,#393663,8,16,16
2105,Amumu,8.16,76112,2233.778887,491.8656222,Tank,#393663,8,16,16
2106,Anivia,8.16,48955,1608.84276,634.044765,Mage,#25BAA4,8,16,16
2107,Annie,8.16,52458,874.0737231,671.8938849,Mage,#25BAA4,8,16,16
2108,Ashe,8.16,106152,949.7656635,596.5572807,Marksman,#0D1F22,8,16,16
2109,Aurelion Sol,8.16,30654,1221.622661,658.1172128,Mage,#25BAA4,8,16,16
2110,Azir,8.16,18928,983.5367027,662.2926199,Specialist,#EB8596,8,16,16
2111,Bard,8.16,50923,1133.127394,450.6260699,Support,#FFB733,8,16,16
2112,Blitzcrank,8.16,108514,1587.75539,326.6905576,Support,#FFB733,8,16,16
2113,Brand,8.16,124130,863.471092,747.5206107,Mage,#25BAA4,8,16,16
2114,Braum,8.16,88018,1573.577823,240.234124,Tank,#393663,8,16,16
2115,Caitlyn,8.16,126399,934.9046524,649.0502659,Marksman,#0D1F22,8,16,16
2116,Camille,8.16,56935,1777.215763,553.560994,Fighter,#664A40,8,16,16
2117,Cassiopeia,8.16,22579,1223.795334,670.9403357,Mage,#25BAA4,8,16,16
2118,Cho'Gath,8.16,69791,2405.408062,555.2141572,Specialist,#EB8596,8,16,16
2119,Corki,8.16,11485,1110.866062,731.7775592,Marksman,#0D1F22,8,16,16
2120,Darius,8.16,129275,1981.347695,582.0369234,Fighter,#664A40,8,16,16
2121,Diana,8.16,59458,1518.277424,681.5448764,Fighter,#664A40,8,16,16
2122,Dr. Mundo,8.16,69030,2758.154279,628.9585541,Fighter,#664A40,8,16,16
2123,Draven,8.16,129596,1120.168552,716.0740757,Marksman,#0D1F22,8,16,16
2124,Ekko,8.16,103223,1670.042977,652.0034102,Assassin,#ED2941,8,16,16
2125,Elise,8.16,18381,1440.041581,564.6226484,Fighter,#664A40,8,16,16
2126,Evelynn,8.16,69822,1474.120062,627.7856515,Assassin,#ED2941,8,16,16
2127,Ezreal,8.16,131894,928.5018296,729.7963898,Marksman,#0D1F22,8,16,16
2128,Fiddlesticks,8.16,57041,1175.804903,546.8619573,Specialist,#EB8596,8,16,16
2129,Fiora,8.16,55869,1946.801812,613.4430826,Assassin,#ED2941,8,16,16
2130,Fizz,8.16,102171,1133.871084,641.3073161,Assassin,#ED2941,8,16,16
2131,Galio,8.16,32827,1820.84517,535.7936037,Tank,#393663,8,16,16
2132,Gangplank,8.16,67400,1448.653473,671.8074167,Specialist,#EB8596,8,16,16
2133,Garen,8.16,214865,2280.758877,615.8767988,Fighter,#664A40,8,16,16
2134,Gnar,8.16,43463,1574.907862,603.9566653,Specialist,#EB8596,8,16,16
2135,Gragas,8.16,58943,2002.26426,512.05407,Tank,#393663,8,16,16
2136,Graves,8.16,178133,1555.582182,631.0325843,Specialist,#EB8596,8,16,16
2137,Hecarim,8.16,63580,2309.43184,550.4609179,Fighter,#664A40,8,16,16
2138,Heimerdinger,8.16,47086,922.8376469,800.3809225,Specialist,#EB8596,8,16,16
2139,Illaoi,8.16,44702,2118.209944,755.6567993,Fighter,#664A40,8,16,16
2140,Irelia,8.16,97124,1804.638037,610.6849767,Fighter,#664A40,8,16,16
2141,Ivern,8.16,10838,1193.356251,303.5526205,Support,#FFB733,8,16,16
2142,Janna,8.16,67173,950.3392944,264.0025167,Support,#FFB733,8,16,16
2143,Jarvan IV,8.16,52847,1914.289563,494.7160214,Fighter,#664A40,8,16,16
2144,Jax,8.16,232250,1732.238364,564.2964575,Assassin,#ED2941,8,16,16
2145,Jayce,8.16,33392,1234.680248,703.1135893,Mage,#25BAA4,8,16,16
2146,Jhin,8.16,309525,944.3475551,691.2889645,Marksman,#0D1F22,8,16,16
2147,Jinx,8.16,223460,972.3501801,645.9813576,Marksman,#0D1F22,8,16,16
2148,Kai'Sa,8.16,220417,1087.685144,642.9873147,Marksman,#0D1F22,8,16,16
2149,Kalista,8.16,12783,1128.556158,589.0292025,Marksman,#0D1F22,8,16,16
2150,Karma,8.16,48617,952.0237237,458.5637102,Support,#FFB733,8,16,16
2151,Karthus,8.16,29691,1111.638538,956.1123725,Mage,#25BAA4,8,16,16
2152,Kassadin,8.16,35118,1450.747733,660.6871733,Assassin,#ED2941,8,16,16
2153,Katarina,8.16,60549,1369.616513,711.5333538,Assassin,#ED2941,8,16,16
2154,Kayle,8.16,27224,1381.86058,562.5234761,Specialist,#EB8596,8,16,16
2155,Kayn,8.16,119086,2194.97001,578.0963689,Assassin,#ED2941,8,16,16
2156,Kennen,8.16,37665,1093.598257,658.3436754,Specialist,#EB8596,8,16,16
2157,Kha'Zix,8.16,80976,1887.844798,583.0585191,Assassin,#ED2941,8,16,16
2158,Kindred,8.16,68766,1714.869663,601.3307749,Marksman,#0D1F22,8,16,16
2159,Kled,8.16,37073,2170.353741,635.8341522,Fighter,#664A40,8,16,16
2160,Kog'Maw,8.16,14487,1022.560797,746.6730414,Marksman,#0D1F22,8,16,16
2161,LeBlanc,8.16,85801,991.1380465,660.1662873,Mage,#25BAA4,8,16,16
2162,Lee Sin,8.16,148505,1961.569628,500.4266033,Fighter,#664A40,8,16,16
2163,Leona,8.16,129110,1718.359972,262.1733835,Tank,#393663,8,16,16
2164,Lissandra,8.16,26703,1068.020987,643.9437584,Mage,#25BAA4,8,16,16
2165,Lucian,8.16,161318,1116.393596,651.8305705,Marksman,#0D1F22,8,16,16
2166,Lulu,8.16,78661,803.2671651,252.0867653,Support,#FFB733,8,16,16
2167,Lux,8.16,222587,755.1050175,638.7099695,Mage,#25BAA4,8,16,16
2168,Malphite,8.16,87856,1808.759417,557.2266217,Tank,#393663,8,16,16
2169,Malzahar,8.16,71347,872.2997706,669.3454741,Mage,#25BAA4,8,16,16
2170,Maokai,8.16,29273,2468.743746,499.6378238,Tank,#393663,8,16,16
2171,Master Yi,8.16,138293,1776.555975,597.2344687,Assassin,#ED2941,8,16,16
2172,Miss Fortune,8.16,227436,949.8922121,706.3003242,Marksman,#0D1F22,8,16,16
2173,Mordekaiser,8.16,16590,1943.490042,654.4720592,Fighter,#664A40,8,16,16
2174,Morgana,8.16,170597,1016.387476,455.8898023,Support,#FFB733,8,16,16
2175,Nami,8.16,159460,1089.371354,305.089241,Support,#FFB733,8,16,16
2176,Nasus,8.16,105705,2251.566679,589.6531513,Fighter,#664A40,8,16,16
2177,Nautilus,8.16,63270,1949.252132,369.7463777,Tank,#393663,8,16,16
2178,Nidalee,8.16,31556,1752.61841,583.3085421,Specialist,#EB8596,8,16,16
2179,Nocturne,8.16,90945,1849.5161,552.3693255,Assassin,#ED2941,8,16,16
2180,Nunu,8.16,24182,2237.131331,433.351941,Tank,#393663,8,16,16
2181,Olaf,8.16,32872,2165.333953,586.3297299,Fighter,#664A40,8,16,16
2182,Orianna,8.16,68997,913.5179254,645.5427282,Mage,#25BAA4,8,16,16
2183,Ornn,8.16,24755,2064.091428,510.0716865,Tank,#393663,8,16,16
2184,Pantheon,8.16,92068,1395.271276,600.701049,Fighter,#664A40,8,16,16
2185,Poppy,8.16,67927,2098.988423,532.2383549,Tank,#393663,8,16,16
2186,Pyke,8.16,155698,1485.047647,344.8170417,Support,#FFB733,8,16,16
2187,Quinn,8.16,76689,1069.058277,684.1652487,Specialist,#EB8596,8,16,16
2188,Rakan,8.16,68159,1291.362735,261.381164,Support,#FFB733,8,16,16
2189,Rammus,8.16,59761,2674.737764,488.8650259,Tank,#393663,8,16,16
2190,Rek'Sai,8.16,10475,2087.003868,507.9346377,Fighter,#664A40,8,16,16
2191,Renekton,8.16,70205,2036.889297,600.3864216,Fighter,#664A40,8,16,16
2192,Rengar,8.16,79282,1881.234095,579.3881767,Fighter,#664A40,8,16,16
2193,Riven,8.16,80903,1697.089981,555.3314091,Assassin,#ED2941,8,16,16
2194,Rumble,8.16,28940,1481.808292,719.1863857,Mage,#25BAA4,8,16,16
2195,Ryze,8.16,51380,1271.034108,629.3118776,Mage,#25BAA4,8,16,16
2196,Sejuani,8.16,27426,2278.99726,391.8036402,Tank,#393663,8,16,16
2197,Shaco,8.16,58958,1407.743547,519.5920304,Assassin,#ED2941,8,16,16
2198,Shen,8.16,66874,1931.301445,361.6450829,Tank,#393663,8,16,16
2199,Shyvana,8.16,41039,2202.432917,554.0216011,Fighter,#664A40,8,16,16
2200,Singed,8.16,38863,1876.304467,625.4403898,Specialist,#EB8596,8,16,16
2201,Sion,8.16,78578,2930.859996,575.8312034,Tank,#393663,8,16,16
2202,Sivir,8.16,43923,965.8694573,638.7959832,Marksman,#0D1F22,8,16,16
2203,Skarner,8.16,12065,2272.258736,359.4823589,Fighter,#664A40,8,16,16
2204,Sona,8.16,100095,1158.022242,397.7289863,Support,#FFB733,8,16,16
2205,Soraka,8.16,97251,1297.027098,250.0798149,Support,#FFB733,8,16,16
2206,Swain,8.16,57894,1660.105751,727.1343479,Mage,#25BAA4,8,16,16
2207,Syndra,8.16,42505,866.4179078,702.8411524,Mage,#25BAA4,8,16,16
2208,Tahm Kench,8.16,48560,2180.517373,411.3718122,Support,#FFB733,8,16,16
2209,Taliyah,8.16,25385,1243.908916,696.1616963,Mage,#25BAA4,8,16,16
2210,Talon,8.16,73192,1295.800997,673.5083013,Assassin,#ED2941,8,16,16
2211,Taric,8.16,38634,1800.249535,199.2583699,Support,#FFB733,8,16,16
2212,Teemo,8.16,111647,1037.572355,789.2088416,Specialist,#EB8596,8,16,16
2213,Thresh,8.16,174874,1329.674796,281.8136134,Support,#FFB733,8,16,16
2214,Tristana,8.16,129523,1001.588106,605.6773964,Marksman,#0D1F22,8,16,16
2215,Trundle,8.16,60715,2514.58849,433.3198511,Fighter,#664A40,8,16,16
2216,Tryndamere,8.16,99843,3116.206608,568.5501853,Assassin,#ED2941,8,16,16
2217,Twisted Fate,8.16,59623,1062.982819,617.3282986,Mage,#25BAA4,8,16,16
2218,Twitch,8.16,79846,1068.843149,673.2226664,Marksman,#0D1F22,8,16,16
2219,Udyr,8.16,94018,2177.462215,439.4363912,Fighter,#664A40,8,16,16
2220,Urgot,8.16,46695,1890.848371,633.0803168,Fighter,#664A40,8,16,16
2221,Varus,8.16,101776,940.8850402,627.0435009,Marksman,#0D1F22,8,16,16
2222,Vayne,8.16,119177,1073.933417,613.5310382,Marksman,#0D1F22,8,16,16
2223,Veigar,8.16,102416,850.9167209,687.6353197,Mage,#25BAA4,8,16,16
2224,Vel'Koz,8.16,74441,766.4918661,772.0588899,Mage,#25BAA4,8,16,16
2225,Vi,8.16,60597,1868.471292,510.0934389,Fighter,#664A40,8,16,16
2226,Viktor,8.16,28882,1079.219591,749.0381456,Mage,#25BAA4,8,16,16
2227,Vladimir,8.16,58333,2084.959611,701.5883831,Mage,#25BAA4,8,16,16
2228,Volibear,8.16,43210,2220.284977,492.8468582,Fighter,#664A40,8,16,16
2229,Warwick,8.16,98757,2605.692817,460.1229851,Fighter,#664A40,8,16,16
2230,Wukong,8.16,76530,1477.712606,582.2380663,Fighter,#664A40,8,16,16
2231,Xayah,8.16,61588,957.534916,628.1298534,Marksman,#0D1F22,8,16,16
2232,Xerath,8.16,45109,723.8845872,796.4602382,Mage,#25BAA4,8,16,16
2233,Xin Zhao,8.16,77872,2106.001114,523.7425027,Fighter,#664A40,8,16,16
2234,Yasuo,8.16,226043,1477.688503,661.0925315,Assassin,#ED2941,8,16,16
2235,Yorick,8.16,67284,1900.324208,670.6102041,Fighter,#664A40,8,16,16
2236,Zac,8.16,25327,3078.12866,414.7807229,Tank,#393663,8,16,16
2237,Zed,8.16,141394,1188.826893,717.5431501,Assassin,#ED2941,8,16,16
2238,Ziggs,8.16,35449,765.052492,813.2542014,Mage,#25BAA4,8,16,16
2239,Zilean,8.16,49710,975.3883541,454.7448891,Specialist,#EB8596,8,16,16
2240,Zoe,8.16,58261,897.2839205,676.9043303,Mage,#25BAA4,8,16,16
2241,Zyra,8.16,86736,749.7317154,653.6810971,Support,#FFB733,8,16,16
2242,Aatrox,8.17,36514,2171.333943,584.4277499,Fighter,#664A40,8,17,17
2243,Ahri,8.17,155036,980.2263578,719.9644192,Mage,#25BAA4,8,17,17
2244,Akali,8.17,120699,1452.133687,626.1969639,Assassin,#ED2941,8,17,17
2245,Alistar,8.17,94818,2133.253428,276.816532,Tank,#393663,8,17,17
2246,Amumu,8.17,63558,2236.943785,494.8914836,Tank,#393663,8,17,17
2247,Anivia,8.17,49179,1705.55586,645.2095871,Mage,#25BAA4,8,17,17
2248,Annie,8.17,67685,867.6295158,676.3308458,Mage,#25BAA4,8,17,17
2249,Ashe,8.17,99046,954.7768986,611.2822224,Marksman,#0D1F22,8,17,17
2250,Aurelion Sol,8.17,20272,1223.564945,671.1004354,Mage,#25BAA4,8,17,17
2251,Azir,8.17,17109,998.8621955,679.8199359,Specialist,#EB8596,8,17,17
2252,Bard,8.17,55771,1132.201725,456.7357217,Support,#FFB733,8,17,17
2253,Blitzcrank,8.17,107205,1590.250356,330.1645506,Support,#FFB733,8,17,17
2254,Brand,8.17,124206,860.287172,758.7979309,Mage,#25BAA4,8,17,17
2255,Braum,8.17,93848,1572.341134,241.8502938,Tank,#393663,8,17,17
2256,Caitlyn,8.17,116396,936.6360728,650.8457479,Marksman,#0D1F22,8,17,17
2257,Camille,8.17,62463,1793.079722,560.6800831,Fighter,#664A40,8,17,17
2258,Cassiopeia,8.17,23466,1227.50806,680.2034531,Mage,#25BAA4,8,17,17
2259,Cho'Gath,8.17,68730,2393.072956,564.0949152,Specialist,#EB8596,8,17,17
2260,Corki,8.17,11750,1112.720012,742.5958606,Marksman,#0D1F22,8,17,17
2261,Darius,8.17,133336,1980.328114,591.5863167,Fighter,#664A40,8,17,17
2262,Diana,8.17,60374,1523.936735,696.468811,Fighter,#664A40,8,17,17
2263,Dr. Mundo,8.17,58565,2761.482101,635.4985763,Fighter,#664A40,8,17,17
2264,Draven,8.17,111925,1127.935998,717.9122798,Marksman,#0D1F22,8,17,17
2265,Ekko,8.17,102021,1675.665071,659.2235764,Assassin,#ED2941,8,17,17
2266,Elise,8.17,17494,1447.027779,574.3531817,Fighter,#664A40,8,17,17
2267,Evelynn,8.17,70592,1481.578235,643.9548723,Assassin,#ED2941,8,17,17
2268,Ezreal,8.17,135022,933.2008318,742.6954644,Marksman,#0D1F22,8,17,17
2269,Fiddlesticks,8.17,49858,1195.86057,559.7631835,Specialist,#EB8596,8,17,17
2270,Fiora,8.17,68717,1955.500567,629.1611636,Assassin,#ED2941,8,17,17
2271,Fizz,8.17,94896,1137.404673,652.1553196,Assassin,#ED2941,8,17,17
2272,Galio,8.17,37893,1831.913845,549.2212283,Tank,#393663,8,17,17
2273,Gangplank,8.17,61943,1471.757461,672.7646157,Specialist,#EB8596,8,17,17
2274,Garen,8.17,183341,2290.472579,614.4792048,Fighter,#664A40,8,17,17
2275,Gnar,8.17,41722,1588.037565,611.9309481,Specialist,#EB8596,8,17,17
2276,Gragas,8.17,66641,2001.367316,514.4000887,Tank,#393663,8,17,17
2277,Graves,8.17,173602,1562.916821,640.8186083,Specialist,#EB8596,8,17,17
2278,Hecarim,8.17,55886,2301.762289,554.6959809,Fighter,#664A40,8,17,17
2279,Heimerdinger,8.17,47240,933.2036453,809.3605719,Specialist,#EB8596,8,17,17
2280,Illaoi,8.17,45112,2126.296222,765.8787269,Fighter,#664A40,8,17,17
2281,Irelia,8.17,153752,1829.735262,631.8515264,Fighter,#664A40,8,17,17
2282,Ivern,8.17,9674,1189.376692,307.1698166,Support,#FFB733,8,17,17
2283,Janna,8.17,64781,952.2624978,267.3309142,Support,#FFB733,8,17,17
2284,Jarvan IV,8.17,55794,1917.108396,503.8959185,Fighter,#664A40,8,17,17
2285,Jax,8.17,242923,1724.813339,575.2679101,Assassin,#ED2941,8,17,17
2286,Jayce,8.17,33184,1234.745473,715.8736418,Mage,#25BAA4,8,17,17
2287,Jhin,8.17,281725,947.7064949,701.161244,Marksman,#0D1F22,8,17,17
2288,Jinx,8.17,196489,971.5702443,645.2876383,Marksman,#0D1F22,8,17,17
2289,Kai'Sa,8.17,249729,1091.365133,641.6242537,Marksman,#0D1F22,8,17,17
2290,Kalista,8.17,13932,1130.899128,602.2598952,Marksman,#0D1F22,8,17,17
2291,Karma,8.17,47187,954.7237153,466.5863297,Support,#FFB733,8,17,17
2292,Karthus,8.17,27242,1137.498015,963.4025372,Mage,#25BAA4,8,17,17
2293,Kassadin,8.17,85069,1652.101115,678.7215374,Assassin,#ED2941,8,17,17
2294,Katarina,8.17,53371,1378.372009,723.5102833,Assassin,#ED2941,8,17,17
2295,Kayle,8.17,28428,1384.364755,568.1649912,Specialist,#EB8596,8,17,17
2296,Kayn,8.17,131992,2230.168778,597.9482597,Assassin,#ED2941,8,17,17
2297,Kennen,8.17,33807,1094.405655,668.7831027,Specialist,#EB8596,8,17,17
2298,Kha'Zix,8.17,68249,1904.559492,592.411762,Assassin,#ED2941,8,17,17
2299,Kindred,8.17,58128,1719.29663,616.9950771,Marksman,#0D1F22,8,17,17
2300,Kled,8.17,39196,2197.988341,647.2204051,Fighter,#664A40,8,17,17
2301,Kog'Maw,8.17,18168,1023.914861,757.5585621,Marksman,#0D1F22,8,17,17
2302,LeBlanc,8.17,89690,996.2784388,670.6996934,Mage,#25BAA4,8,17,17
2303,Lee Sin,8.17,144753,1972.176541,509.7830642,Fighter,#664A40,8,17,17
2304,Leona,8.17,129348,1718.082258,264.3251897,Tank,#393663,8,17,17
2305,Lissandra,8.17,25540,1065.782387,649.4087957,Mage,#25BAA4,8,17,17
2306,Lucian,8.17,260459,1120.75005,665.4313948,Marksman,#0D1F22,8,17,17
2307,Lulu,8.17,79172,804.4275661,256.763262,Support,#FFB733,8,17,17
2308,Lux,8.17,229949,758.6128249,650.5786366,Mage,#25BAA4,8,17,17
2309,Malphite,8.17,88851,1803.908778,561.6127285,Tank,#393663,8,17,17
2310,Malzahar,8.17,77071,876.9080248,673.0063411,Mage,#25BAA4,8,17,17
2311,Maokai,8.17,29676,2484.921992,508.0169796,Tank,#393663,8,17,17
2312,Master Yi,8.17,142404,1798.842744,611.4237553,Assassin,#ED2941,8,17,17
2313,Miss Fortune,8.17,231015,952.7396807,722.3241374,Marksman,#0D1F22,8,17,17
2314,Mordekaiser,8.17,17113,1978.326335,667.1086047,Fighter,#664A40,8,17,17
2315,Morgana,8.17,166726,1021.105532,461.8446422,Support,#FFB733,8,17,17
2316,Nami,8.17,164643,1086.848033,308.4502982,Support,#FFB733,8,17,17
2317,Nasus,8.17,107266,2255.01488,595.6021685,Fighter,#664A40,8,17,17
2318,Nautilus,8.17,56093,1917.504188,363.2802603,Tank,#393663,8,17,17
2319,Nidalee,8.17,36699,1763.758279,592.760794,Specialist,#EB8596,8,17,17
2320,Nocturne,8.17,76587,1864.795233,564.9235214,Assassin,#ED2941,8,17,17
2321,Nunu,8.17,189215,2667.702288,419.8467233,Tank,#393663,8,17,17
2322,Olaf,8.17,35499,2197.142473,594.4054173,Fighter,#664A40,8,17,17
2323,Orianna,8.17,63471,913.5045496,657.9586177,Mage,#25BAA4,8,17,17
2324,Ornn,8.17,30544,2081.529239,518.4813932,Tank,#393663,8,17,17
2325,Pantheon,8.17,83945,1390.300138,617.4428507,Fighter,#664A40,8,17,17
2326,Poppy,8.17,70075,2120.221471,540.6023121,Tank,#393663,8,17,17
2327,Pyke,8.17,148218,1493.105313,349.6943417,Support,#FFB733,8,17,17
2328,Quinn,8.17,50445,1078.6475,692.9478864,Specialist,#EB8596,8,17,17
2329,Rakan,8.17,57600,1303.788809,261.8727217,Support,#FFB733,8,17,17
2330,Rammus,8.17,57921,2658.548218,491.3837538,Tank,#393663,8,17,17
2331,Rek'Sai,8.17,9570,2089.097789,515.5383273,Fighter,#664A40,8,17,17
2332,Renekton,8.17,77799,2045.588657,612.418555,Fighter,#664A40,8,17,17
2333,Rengar,8.17,71184,1886.286044,599.156158,Fighter,#664A40,8,17,17
2334,Riven,8.17,82534,1705.835179,565.456722,Assassin,#ED2941,8,17,17
2335,Rumble,8.17,27675,1480.876722,723.3210807,Mage,#25BAA4,8,17,17
2336,Ryze,8.17,58222,1278.012895,638.0708505,Mage,#25BAA4,8,17,17
2337,Sejuani,8.17,28034,2290.72197,397.3765379,Tank,#393663,8,17,17
2338,Shaco,8.17,55108,1407.569816,527.8619781,Assassin,#ED2941,8,17,17
2339,Shen,8.17,67901,1937.703138,366.0084192,Tank,#393663,8,17,17
2340,Shyvana,8.17,39071,2202.452518,565.8117046,Fighter,#664A40,8,17,17
2341,Singed,8.17,36171,1877.382038,637.4941076,Specialist,#EB8596,8,17,17
2342,Sion,8.17,102372,2978.745442,574.5597997,Tank,#393663,8,17,17
2343,Sivir,8.17,52148,968.5935165,651.0181363,Marksman,#0D1F22,8,17,17
2344,Skarner,8.17,11962,2274.738841,365.7403922,Fighter,#664A40,8,17,17
2345,Sona,8.17,98793,1159.62771,405.148381,Support,#FFB733,8,17,17
2346,Soraka,8.17,90172,1303.46643,253.9445793,Support,#FFB733,8,17,17
2347,Swain,8.17,54310,1669.33597,735.253689,Mage,#25BAA4,8,17,17
2348,Syndra,8.17,39326,871.1927673,714.5820914,Mage,#25BAA4,8,17,17
2349,Tahm Kench,8.17,45349,2208.467971,425.5412036,Support,#FFB733,8,17,17
2350,Taliyah,8.17,21320,1257.693695,713.2085098,Mage,#25BAA4,8,17,17
2351,Talon,8.17,76407,1306.688148,692.794447,Assassin,#ED2941,8,17,17
2352,Taric,8.17,37540,1807.613478,204.1026954,Support,#FFB733,8,17,17
2353,Teemo,8.17,105519,1048.375578,796.5541057,Specialist,#EB8596,8,17,17
2354,Thresh,8.17,219330,1327.980461,284.5532685,Support,#FFB733,8,17,17
2355,Tristana,8.17,138419,1003.678856,610.898618,Marksman,#0D1F22,8,17,17
2356,Trundle,8.17,52934,2505.787431,440.8597173,Fighter,#664A40,8,17,17
2357,Tryndamere,8.17,101435,3472.859531,581.5387932,Assassin,#ED2941,8,17,17
2358,Twisted Fate,8.17,55751,1071.333672,625.6406287,Mage,#25BAA4,8,17,17
2359,Twitch,8.17,87475,1081.180249,685.2968677,Marksman,#0D1F22,8,17,17
2360,Udyr,8.17,89775,2176.37209,449.4096938,Fighter,#664A40,8,17,17
2361,Urgot,8.17,63087,1917.888604,642.3584331,Fighter,#664A40,8,17,17
2362,Varus,8.17,95424,949.0457586,619.304196,Marksman,#0D1F22,8,17,17
2363,Vayne,8.17,131397,1079.392283,628.733219,Marksman,#0D1F22,8,17,17
2364,Veigar,8.17,107433,851.784537,697.8253692,Mage,#25BAA4,8,17,17
2365,Vel'Koz,8.17,74701,765.1697461,783.6532827,Mage,#25BAA4,8,17,17
2366,Vi,8.17,58089,1872.043046,519.9378141,Fighter,#664A40,8,17,17
2367,Viktor,8.17,29123,1082.803878,760.6384706,Mage,#25BAA4,8,17,17
2368,Vladimir,8.17,54248,2098.828112,709.9559012,Mage,#25BAA4,8,17,17
2369,Volibear,8.17,39863,2216.184995,498.1815676,Fighter,#664A40,8,17,17
2370,Warwick,8.17,91132,2608.097039,465.2988142,Fighter,#664A40,8,17,17
2371,Wukong,8.17,68656,1502.829453,604.5094782,Fighter,#664A40,8,17,17
2372,Xayah,8.17,61907,962.2885614,635.3208193,Marksman,#0D1F22,8,17,17
